"Symbol","Ensembl","EntrezGeneID","Uniprot","Name","Protein_Coverage","Number_of_Unique_Peptides","Number_of_Peptides","M197vsM398","M197vsM180","M197vsM194","M202vsM194","M418vsM194","M202vsM180","M202vsM398","M418vsM180","M418vsM398","Number_of_ratios","Ratio_mean","Ratio_SEM","pvalue","FDR"
"38016","GIT1","ENSG00000108262",28964,"Q9Y2X7","GIT ArfGAP 1",8.28,5,5,0.7,0.576,0.682,1.171,1.026,0.977,1.186,0.852,1.039,9,0.91,0.07,0.234,0.409
"38018","ZNF281","ENSG00000162702",23528,"Q9Y2X9","zinc finger protein 281",5.92,3,3,1.876,1.036,1.142,1.274,0.62,1.142,2.066,0.553,1.005,9,1.19,0.17,0.605,0.756
"38019","ARL2BP","ENSG00000102931",23568,"Q9Y2Y0","ADP ribosylation factor like GTPase 2 binding protein",7.36,1,1,1.173,1.506,1.01,1.071,0.841,1.579,1.228,1.233,0.964,9,1.18,0.08,0.151,0.311
"38026","SUGT1","ENSG00000165416",10910,"Q9Y2Z0","SGT1 homolog, MIS12 kinetochore complex assembly cochaperone",33.15,12,12,1.237,1.089,0.87,0.826,0.888,1.014,1.253,0.991,1.196,9,1.04,0.05,0.436,0.619
"38028","YARS2","ENSG00000139131",51067,"Q9Y2Z4","tyrosyl-tRNA synthetase 2",10.9,5,5,0.697,0.998,0.743,0.773,0.675,1.014,0.764,1.07,0.812,9,0.84,0.05,0.004,0.034
"38031","ACOT9","ENSG00000123130",23597,"Q9Y305","acyl-CoA thioesterase 9",32.35,12,12,0.801,0.638,0.759,0.594,0.686,0.535,0.681,0.668,0.754,9,0.68,0.03,0,0.001
"38033","NOSIP","ENSG00000142546",51070,"Q9Y314","nitric oxide synthase interacting protein",19.93,4,4,0.83,0.963,1.08,1.291,1.514,1.137,0.979,1.327,1.148,9,1.14,0.07,0.096,0.235
"38034","DERA","ENSG00000023697",51071,"Q9Y315","deoxyribose-phosphate aldolase",18.87,4,4,1.23,0.909,1.807,2.043,1.577,1.227,1.614,0.937,1.149,9,1.39,0.13,0.019,0.087
"38044","LSM2","ENSG00000231502",57819,"Q9Y333","LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated",54.74,6,6,1.014,1.031,1.084,1.284,1.108,1.202,1.021,1.125,0.948,9,1.09,0.03,0.095,0.234
"38045","LSM2","ENSG00000225998",57819,"Q9Y333","LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated",54.74,6,6,1.014,1.031,1.084,1.284,1.108,1.202,1.021,1.125,0.948,9,1.09,0.03,0.095,0.234
"38046","LSM2","ENSG00000224979",57819,"Q9Y333","LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated",54.74,6,6,1.014,1.031,1.084,1.284,1.108,1.202,1.021,1.125,0.948,9,1.09,0.03,0.095,0.234
"38047","LSM2","ENSG00000236826",57819,"Q9Y333","LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated",54.74,6,6,1.014,1.031,1.084,1.284,1.108,1.202,1.021,1.125,0.948,9,1.09,0.03,0.095,0.234
"38048","LSM2","ENSG00000172850",57819,"Q9Y333","LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated",54.74,6,6,1.014,1.031,1.084,1.284,1.108,1.202,1.021,1.125,0.948,9,1.09,0.03,0.095,0.234
"38049","LSM2","ENSG00000204392",57819,"Q9Y333","LSM2 homolog, U6 small nuclear RNA and mRNA degradation associated",54.74,6,6,1.014,1.031,1.084,1.284,1.108,1.202,1.021,1.125,0.948,9,1.09,0.03,0.095,0.234
"38063","SH3GLB1","ENSG00000097033",51100,"Q9Y371","SH3 domain containing GRB2 like, endophilin B1",19.45,6,7,1.156,1.109,1.044,1.004,1.104,0.997,1.077,1.144,1.117,9,1.08,0.02,0,0.008
"38064","NDUFAF1","ENSG00000137806",51103,"Q9Y375","NADH:ubiquinone oxidoreductase complex assembly factor 1",5.2,2,2,0.985,1.422,1.462,1.071,1.009,1.029,0.712,0.964,0.67,9,1.04,0.09,0.73,0.84
"38065","CAB39","ENSG00000135932",51719,"Q9Y376","calcium binding protein 39",21.7,8,8,1.192,1.07,0.847,0.61,0.937,0.812,0.861,1.215,1.339,9,0.99,0.08,0.875,0.932
"38066","LUC7L2","ENSG00000146963",51631,"Q9Y383","LUC7 like 2, pre-mRNA splicing factor",26.28,6,10,0.992,1.002,1.182,1.221,1.246,1.049,1.032,0.997,0.995,9,1.08,0.04,0.072,0.2
"38067","UBE2J1","ENSG00000198833",51465,"Q9Y385","ubiquitin conjugating enzyme E2 J1",11.64,3,3,0.903,1.017,0.959,1.132,1.331,0.882,0.782,1.388,1.237,9,1.07,0.07,0.219,0.395
"38068","RBMX2","ENSG00000134597",51634,"Q9Y388","RNA binding motif protein X-linked 2",3.73,1,1,0.652,0.766,0.895,0.851,1.405,0.719,0.611,1.181,1.009,9,0.9,0.09,0.278,0.457
"38069","DHRS7","ENSG00000100612",51635,"Q9Y394","dehydrogenase/reductase 7",19.17,6,6,0.85,0.919,0.63,0.836,0.738,1.041,0.816,0.945,0.804,9,0.84,0.04,0.001,0.015
"38071","MRPS2","ENSG00000122140",51116,"Q9Y399","mitochondrial ribosomal protein S2",7.77,3,3,1.014,0.886,0.715,0.573,0.677,0.698,0.799,0.83,0.847,9,0.78,0.04,0.004,0.031
"38073","UTP11","ENSG00000183520",51118,"Q9Y3A2","UTP11 small subunit processome component",14.62,5,5,0.848,0.781,1.033,1.088,0.882,0.949,0.852,0.744,0.683,9,0.87,0.04,0.01,0.059
"38074","MOB4","ENSG00000115540",25843,"Q9Y3A3","MOB family member 4, phocein",3.56,1,1,0.725,0.558,0.881,1.583,1.589,0.991,1.286,0.989,1.29,9,1.1,0.12,0.58,0.739
"38075","RRP7A","ENSG00000189306",27341,"Q9Y3A4","ribosomal RNA processing 7 homolog A",12.5,3,3,0.808,0.682,0.861,0.769,0.857,0.602,0.713,0.667,0.793,9,0.75,0.03,0,0.003
"38076","SBDS","ENSG00000126524",51119,"Q9Y3A5","SBDS ribosome maturation factor",38.8,9,9,0.89,0.804,1.171,1.495,1.688,1.107,1.139,1.181,1.244,9,1.19,0.09,0.067,0.191
"38077","TMED5","ENSG00000117500",50999,"Q9Y3A6","transmembrane p24 trafficking protein 5",15.72,4,4,0.962,1.449,0.868,0.536,0.555,0.988,0.682,0.761,0.528,9,0.81,0.1,0.023,0.099
"38079","EXOSC1","ENSG00000171311",51013,"Q9Y3B2","exosome component 1",15.9,2,2,0.833,0.921,0.912,0.988,0.665,0.987,0.892,0.791,0.805,9,0.87,0.03,0.002,0.024
"38080","TMED7-TICAM2","ENSG00000251201",100302736,"Q9Y3B3","TMED7-TICAM2 readthrough",4.46,1,1,0.713,0.926,0.845,0.979,1.116,1.06,0.815,1.202,0.929,9,0.95,0.05,0.221,0.397
"38081","TMED7","ENSG00000134970",51014,"Q9Y3B3","transmembrane p24 trafficking protein 7",4.46,1,1,0.713,0.926,0.845,0.979,1.116,1.06,0.815,1.202,0.929,9,0.95,0.05,0.221,0.397
"38082","SF3B6","ENSG00000115128",51639,"Q9Y3B4","splicing factor 3b subunit 6",28,3,3,1.229,1.201,1.013,0.88,0.874,1.027,1.043,0.919,0.931,9,1.01,0.04,0.971,0.986
"38085","MRPL11","ENSG00000174547",65003,"Q9Y3B7","mitochondrial ribosomal protein L11",53.13,10,10,1.154,1.079,1.127,0.806,0.891,0.762,0.81,0.901,0.889,9,0.94,0.05,0.249,0.425
"38086","REXO2","ENSG00000076043",25996,"Q9Y3B8","RNA exonuclease 2",31.22,8,8,1.091,0.852,0.991,0.884,0.88,0.777,0.722,0.977,0.893,9,0.9,0.04,0.038,0.136
"38087","RRP15","ENSG00000067533",51018,"Q9Y3B9","ribosomal RNA processing 15 homolog",13.83,5,5,1.288,1.139,1.175,0.931,1.098,1.172,0.965,1.126,1.042,9,1.1,0.04,0.041,0.141
"38088","WASHC3","ENSG00000120860",51019,"Q9Y3C0","WASH complex subunit 3",19.07,2,2,0.876,1.245,0,0,0,1.285,0.903,2.443,1.724,6,1.41,0.24,0.106,0.25
"38089","NOP16","ENSG00000048162",51491,"Q9Y3C1","NOP16 nucleolar protein",18.54,4,4,0.945,1.231,1.313,1.003,1.095,0.846,0.765,1.01,0.817,9,1,0.06,0.853,0.921
"38090","TPRKB","ENSG00000144034",51002,"Q9Y3C4","TP53RK binding protein",10.86,2,2,0.93,0.696,0.917,1.235,0.905,0.749,1,0.675,0.905,9,0.89,0.06,0.114,0.262
"38092","PPIL1","ENSG00000137168",51645,"Q9Y3C6","peptidylprolyl isomerase like 1",39.76,7,7,1.025,1.128,1.332,1.487,1.32,1.155,0.988,1.072,1.032,9,1.17,0.06,0.024,0.101
"38094","UFC1","ENSG00000143222",51506,"Q9Y3C8","ubiquitin-fold modifier conjugating enzyme 1",16.17,3,3,1.217,0.873,0.972,1.074,1.008,0.952,1.327,0.889,1.245,9,1.06,0.05,0.178,0.344
"38095","CIAO2B","ENSG00000166595",51647,"Q9Y3D0","cytosolic iron-sulfur assembly component 2B",4.29,1,1,1.153,0.882,0.798,0.999,0.934,1.091,1.425,1.015,1.332,9,1.07,0.07,0.314,0.496
"38096","MSRB2","ENSG00000148450",22921,"Q9Y3D2","methionine sulfoxide reductase B2",14.84,2,2,0.573,0.988,1.608,1.362,1.719,0.827,0.479,1.039,0.604,9,1.02,0.15,0.556,0.72
"38097","MRPS16","ENSG00000182180",51021,"Q9Y3D3","mitochondrial ribosomal protein S16",18.98,2,2,0.847,0.777,0.831,0.833,0.87,0.77,0.838,0.8,0.875,9,0.83,0.01,0,0.001
"38099","FIS1","ENSG00000214253",51024,"Q9Y3D6","fission, mitochondrial 1",15.79,2,2,0.89,1.039,1.263,1.089,1.19,1.068,0.859,0.959,0.827,9,1.02,0.05,0.814,0.895
"38100","PAM16","ENSG00000282228",51025,"Q9Y3D7","presequence translocase associated motor 16",13.6,1,2,1.066,1.507,1.243,0.897,1.181,1.075,0.76,1.408,0.999,9,1.13,0.08,0.252,0.429
"38101","PAM16","ENSG00000217930",51025,"Q9Y3D7","presequence translocase associated motor 16",13.6,1,2,1.066,1.507,1.243,0.897,1.181,1.075,0.76,1.408,0.999,9,1.13,0.08,0.252,0.429
"38102","AK6","ENSG00000085231",102157402,"Q9Y3D8","adenylate kinase 6",16.86,2,2,1.586,1.039,1.046,1.149,0.92,1.128,1.72,0.898,1.376,9,1.21,0.1,0.046,0.152
"38103","AK6","ENSG00000279247",102157402,"Q9Y3D8","adenylate kinase 6",16.86,2,2,1.586,1.039,1.046,1.149,0.92,1.128,1.72,0.898,1.376,9,1.21,0.1,0.046,0.152
"38104","MRPS23","ENSG00000181610",51649,"Q9Y3D9","mitochondrial ribosomal protein S23",26.84,5,5,1.17,1.482,1.206,0.852,0.766,0.95,0.792,0.826,0.73,9,0.97,0.09,0.402,0.583
"38106","HDGFL3","ENSG00000166503",50810,"Q9Y3E1","HDGF like 3",27.59,5,6,1.332,1.812,1.305,0.835,1.261,1.221,0.904,1.287,1.124,9,1.23,0.09,0.054,0.168
"38109","CHMP3","ENSG00000115561",51652,"Q9Y3E7","charged multivesicular body protein 3",5.41,1,1,1.185,1.231,1.396,1.239,1.423,1.08,1.039,1.233,1.192,9,1.22,0.04,0,0.006
"38110","RNF103-CHMP3","ENSG00000249884",100526767,"Q9Y3E7","RNF103-CHMP3 readthrough",5.41,1,1,1.185,1.231,1.396,1.239,1.423,1.08,1.039,1.233,1.192,9,1.22,0.04,0,0.006
"38111","STRAP","ENSG00000023734",11171,"Q9Y3F4","serine/threonine kinase receptor associated protein",41.43,12,12,1.212,1.079,1.052,1.07,1.145,0.995,1.181,1.096,1.343,9,1.13,0.03,0.001,0.015
"38113","RTCB","ENSG00000100220",51493,"Q9Y3I0","RNA 2',3'-cyclic phosphate and 5'-OH ligase",36.63,17,17,0.903,0.866,0.846,0.96,1.145,0.985,0.995,1.082,1.215,9,1,0.04,0.794,0.882
"38115","SH3BP1","ENSG00000100092",23616,"Q9Y3L3","SH3 domain binding protein 1",9.7,6,6,1.38,1.007,0.834,0.876,1.448,1.148,1.441,1.43,1.926,9,1.28,0.12,0.03,0.117
"38131","RABGAP1","ENSG00000011454",23637,"Q9Y3P9","RAB GTPase activating protein 1",11.32,9,11,1.039,0.85,0.958,1.031,0.88,0.935,1.141,0.969,1.15,9,0.99,0.04,0.792,0.881
"38138","TSC22D4","ENSG00000166925",81628,"Q9Y3Q8","TSC22 domain family member 4",17.47,3,5,1.534,0.905,1.272,1.472,1.189,1.035,1.752,0.832,1.414,9,1.27,0.1,0.018,0.085
"38141","DOP1B","ENSG00000142197",9980,"Q9Y3R5","DOP1 leucine zipper like protein B",0.65,1,1,0,0,0,0.738,0,0,0,0,0,1,0,0,0,0
"38143","ZNF330","ENSG00000109445",27309,"Q9Y3S2","zinc finger protein 330",12.19,3,3,1.399,1.113,1.505,1.283,1.403,0.938,1.177,1.02,1.287,9,1.24,0.06,0,0.01
"38145","NOC2L","ENSG00000188976",26155,"Q9Y3T9","NOC2 like nucleolar associated transcriptional repressor",9.75,6,6,0.923,0.987,0.809,0.71,0.603,0.892,0.815,0.712,0.826,9,0.81,0.04,0.002,0.021
"38146","RPL36","ENSG00000130255",25873,"Q9Y3U8","ribosomal protein L36",30.48,4,4,0.822,0.748,0.878,1.109,1.135,0.923,0.963,0.938,0.998,9,0.95,0.04,0.258,0.434
"38149","CCDC9","ENSG00000105321",26093,"Q9Y3X0","coiled-coil domain containing 9",8.29,3,3,0.81,0.728,1.046,1.131,1.529,0.777,0.864,1.045,1.168,9,1.01,0.08,0.719,0.835
"38151","CHTOP","ENSG00000160679",26097,"Q9Y3Y2","chromatin target of PRMT1",29.03,5,5,0.789,1.078,0.984,1.189,0.854,0.93,0.759,0.944,0.781,9,0.92,0.05,0.085,0.218
"38154","SAMHD1","ENSG00000101347",25939,"Q9Y3Z3","SAM and HD domain containing deoxynucleoside triphosphate triphosphohydrolase 1",2.08,1,1,0,0,0,0.456,0.916,0.368,0.894,0.734,1.795,6,0.86,0.21,0.919,0.956
"38156","FAM32A","ENSG00000105058",26017,"Q9Y421","family with sequence similarity 32 member A",29.46,4,4,1.149,1.269,1.252,1.25,1.205,1.24,1.171,1.162,1.109,9,1.2,0.02,0,0.001
"38162","HBS1L","ENSG00000112339",10767,"Q9Y450","HBS1 like translational GTPase",14.18,8,8,1.053,0.859,0.83,0.759,1.015,0.861,1.09,0.879,1.08,9,0.94,0.04,0.296,0.477
"38178","L3MBTL1","ENSG00000185513",26013,"Q9Y468","L3MBTL histone methyl-lysine binding protein 1",0.93,1,1,0,0,0,1.148,0,0,0,0,0,1,0,0,0,0
"38182","WDR45","ENSG00000196998",11152,"Q9Y484","WD repeat domain 45",1.94,1,1,0.976,0.901,1.111,1.332,1.301,1.067,1.155,1.037,1.127,9,1.11,0.05,0.041,0.141
"38185","TLN1","ENSG00000137076",7094,"Q9Y490","talin 1",37.98,67,75,1.163,0.894,0.78,0.886,1.024,0.999,1.295,1.096,1.481,9,1.07,0.07,0.272,0.45
"38190","TRRAP","ENSG00000196367",8295,"Q9Y4A5","transformation/transcription domain associated protein",2.15,8,8,1.046,1.244,0.724,1.041,0.934,1.264,1.454,1.047,0.883,9,1.07,0.07,0.84,0.912
"38193","RAD54L2","ENSG00000164080",23132,"Q9Y4B4","RAD54 like 2",3.14,3,3,1.568,1.223,1.421,1.173,1.098,0.997,1.278,0.929,1.196,9,1.21,0.07,0.004,0.036
"38194","MTCL1","ENSG00000168502",23255,"Q9Y4B5","microtubule crosslinking factor 1",5.14,6,7,1.226,1.449,0.994,0.89,1.078,1.283,1.084,1.544,1.312,9,1.21,0.07,0.02,0.091
"38198","TCAF1","ENSG00000198420",9747,"Q9Y4C2","TRPM8 channel associated factor 1",6.51,6,6,1.699,1.111,1.414,1.486,1.521,1.515,1.249,1.53,1.359,9,1.43,0.06,0,0.003
"38202","RBM19","ENSG00000122965",9904,"Q9Y4C8","RNA binding motif protein 19",7.81,7,7,0.992,1.05,0.757,0.876,1.055,0.993,0.81,1.104,1.178,9,0.98,0.05,0.809,0.891
"38203","DAAM1","ENSG00000100592",23002,"Q9Y4D1","dishevelled associated activator of morphogenesis 1",4.36,4,4,1.103,0.999,1.223,1.368,0.97,1.105,1.218,0.779,0.863,9,1.07,0.06,0.629,0.776
"38209","USP15","ENSG00000135655",9958,"Q9Y4E8","ubiquitin specific peptidase 15",5.1,4,5,0.902,0.873,0.897,1.015,1.081,0.976,1.008,1.034,1.073,9,0.98,0.03,0.71,0.829
"38210","FARP1","ENSG00000152767",10160,"Q9Y4F1","FERM, ARH/RhoGEF and pleckstrin domain protein 1",9.57,7,7,0.804,0.556,0.8,1.047,1.035,0.719,1.04,1.03,1.208,9,0.92,0.07,0.5,0.673
"38215","RIPOR2","ENSG00000111913",9750,"Q9Y4F9","RHO family interacting cell polarization regulator 2",2.62,2,2,1.274,1.836,1.924,1.309,1.257,1.235,0.856,1.18,0.822,9,1.3,0.12,0.111,0.258
"38219","TLN2","ENSG00000171914",83660,"Q9Y4G6","talin 2",13.3,20,30,0.942,0.91,0.948,1.322,1.5,1.281,1.156,1.425,1.22,9,1.19,0.07,0.042,0.144
"38231","DTNA","ENSG00000134769",1837,"Q9Y4J8","dystrobrevin alpha",3.9,3,3,0.437,0.813,0.821,1.171,1.273,1.146,0.614,1.24,0.668,9,0.91,0.1,0.128,0.281
"38232","LOXL2","ENSG00000134013",4017,"Q9Y4K0","lysyl oxidase like 2",2.45,2,2,2.295,2.415,1.052,1.012,1.072,2.297,2.18,2.42,2.307,9,1.89,0.21,0.003,0.025
"38235","MAP4K5","ENSG00000012983",11183,"Q9Y4K4","mitogen-activated protein kinase kinase kinase kinase 5",3.66,2,2,0,0.661,0.784,0,0,0,0,0,0,2,0,0,0,0
"38236","HYOU1","ENSG00000280682",10525,"Q9Y4L1","hypoxia up-regulated 1",39.84,36,36,0.795,0.904,1.029,0.885,1.168,0.763,0.64,0.972,0.811,9,0.89,0.05,0.061,0.181
"38237","HYOU1","ENSG00000149428",10525,"Q9Y4L1","hypoxia up-regulated 1",39.84,36,36,0.795,0.904,1.029,0.885,1.168,0.763,0.64,0.972,0.811,9,0.89,0.05,0.061,0.181
"38242","TBL2","ENSG00000106638",26608,"Q9Y4P3","transducin beta like 2",12.75,6,6,0.847,0.902,0.767,0.9,0.77,1.078,1.035,0.89,0.839,9,0.89,0.04,0.002,0.019
"38249","LAS1L","ENSG00000001497",81887,"Q9Y4W2","LAS1 like ribosome biogenesis factor",7.08,4,4,0.813,0.996,0.937,1.046,0.729,1.099,0.896,0.866,0.709,9,0.9,0.05,0.009,0.055
"38250","AFG3L2","ENSG00000141385",10939,"Q9Y4W6","AFG3 like matrix AAA peptidase subunit 2",20.2,16,17,0.817,0.881,0.836,0.842,0.762,0.872,0.779,0.767,0.74,9,0.81,0.02,0,0.001
"38256","ARIH1","ENSG00000166233",25820,"Q9Y4X5","ariadne RBR E3 ubiquitin protein ligase 1",8.8,4,4,1.143,1.068,0.921,1.051,1.113,1.041,1.299,0.854,1.305,9,1.09,0.05,0.088,0.223
"38258","LSM4","ENSG00000130520",25804,"Q9Y4Z0","LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated",13.67,2,2,0.78,0.972,0.989,1.18,1.205,1.127,0.903,1.025,0.854,9,1,0.05,0.521,0.691
"38261","SAMM50","ENSG00000100347",25813,"Q9Y512","SAMM50 sorting and assembly machinery component",6.61,3,3,0.615,1.22,0.624,0.874,0.714,1.491,0.751,1.338,0.677,9,0.92,0.11,0.052,0.165
"38263","PRRC2C","ENSG00000117523",23215,"Q9Y520","proline rich coiled-coil 2C",13.26,28,31,1.028,0.981,1.054,1.25,1.203,1.134,1.13,1.089,1.167,9,1.12,0.03,0.003,0.03
"38274","PPME1","ENSG00000214517",51400,"Q9Y570","protein phosphatase methylesterase 1",25.39,10,10,0.587,0.432,1.594,1.358,2.946,0.376,0.507,0.76,1.112,9,1.07,0.27,0.881,0.936
"38284","RBM7","ENSG00000076053",10179,"Q9Y580","RNA binding motif protein 7",15.79,4,4,0.831,1.307,1.235,1.231,0.963,1.282,0.812,1.077,0.687,9,1.05,0.08,0.645,0.786
"38297","YTHDF2","ENSG00000198492",51441,"Q9Y5A9","YTH N6-methyladenosine RNA binding protein 2",9.67,3,5,1.236,1.042,0.737,0.826,0.563,1.154,1.367,0.782,0.931,9,0.96,0.09,0.322,0.504
"38298","CTDP1","ENSG00000282752",9150,"Q9Y5B0","CTD phosphatase subunit 1",6.76,6,6,0.898,0.627,0.591,0.788,0.809,0.827,1.182,0.844,1.212,9,0.86,0.07,0.175,0.34
"38299","CTDP1","ENSG00000060069",9150,"Q9Y5B0","CTD phosphatase subunit 1",6.76,6,6,0.898,0.627,0.591,0.788,0.809,0.827,1.182,0.844,1.212,9,0.86,0.07,0.175,0.34
"38302","NME7","ENSG00000143156",29922,"Q9Y5B8","NME/NM23 family member 7",8.51,3,3,1.302,0.988,0.85,0.948,1.004,0.952,1.518,1.081,1.752,9,1.16,0.1,0.079,0.211
"38303","SUPT16H","ENSG00000092201",11198,"Q9Y5B9","SPT16 homolog, facilitates chromatin remodeling subunit",18.62,20,21,1.044,0.963,0.862,0.914,0.879,1.007,1.11,0.927,1.037,9,0.97,0.03,0.338,0.52
"38305","PCDHB9","ENSG00000177839",56127,"Q9Y5E1","protocadherin beta 9",3.14,1,2,0.838,1.365,1.478,1.303,1.068,1.189,0.729,0.969,0.597,9,1.06,0.1,0.66,0.797
"38310","PCDHB3","ENSG00000113205",56132,"Q9Y5E6","protocadherin beta 3",4.27,2,3,1.031,0,0,0,0,0,0,0,0,1,0,0,0,0
"38320","PCDHGB7","ENSG00000254122",56099,"Q9Y5F8","protocadherin gamma subfamily B, 7",4.31,2,4,1.212,1.83,1.258,0.97,1.129,1.395,0.923,1.615,1.074,9,1.27,0.1,0.043,0.145
"38335","PCDHGA10","ENSG00000253846",56106,"Q9Y5H3","protocadherin gamma subfamily A, 10",2.24,1,2,0,1.111,1.801,1.304,0,0.795,0,0,0,4,1.25,0.21,0.155,0.315
"38348","UTP18","ENSG00000011260",51096,"Q9Y5J1","UTP18 small subunit processome component",10.79,4,4,0.804,0.749,0.764,0.864,1.015,0.837,0.897,0.647,0.678,9,0.81,0.04,0.001,0.014
"38352","TIMM9","ENSG00000100575",26520,"Q9Y5J7","translocase of inner mitochondrial membrane 9",34.83,3,3,0.772,1.124,1.459,1.141,1.155,0.869,0.692,0.875,0.528,9,0.96,0.1,0.293,0.474
"38353","TIMM8B","ENSG00000150779",26521,"Q9Y5J9","translocase of inner mitochondrial membrane 8 homolog B",18.07,2,2,1.33,1.33,1.579,1.176,1.082,1.026,0.92,0.946,0.855,9,1.14,0.08,0.222,0.398
"38357","UCHL5","ENSG00000116750",51377,"Q9Y5K5","ubiquitin C-terminal hydrolase L5",26.14,7,8,1.252,0.903,0.765,0.81,0.764,0.847,1.024,0.925,1.029,9,0.92,0.05,0.234,0.409
"38358","CD2AP","ENSG00000198087",23607,"Q9Y5K6","CD2 associated protein",6.42,4,4,0.999,0.936,0.877,0.709,0.815,0.742,0.831,0.909,0.848,9,0.85,0.03,0.002,0.022
"38359","ATP6V1D","ENSG00000100554",51382,"Q9Y5K8","ATPase H+ transporting V1 subunit D",4.05,1,1,0.908,1.096,0.551,0.926,1.17,1.822,1.509,2.289,1.904,9,1.35,0.19,0.18,0.346
"38363","TIMM13","ENSG00000099800",26517,"Q9Y5L4","translocase of inner mitochondrial membrane 13",42.11,3,3,1.136,1.29,1.407,1.145,1.037,0.966,0.899,0.857,0.816,9,1.06,0.07,0.641,0.785
"38365","SRPRB","ENSG00000144867",58477,"Q9Y5M8","SRP receptor subunit beta",43.17,11,11,0.975,0.859,0.742,0.764,0.822,0.818,0.93,0.897,0.983,9,0.87,0.03,0.008,0.05
"38373","CERT1","ENSG00000113163",10087,"Q9Y5P4","ceramide transporter 1",11.22,6,6,0.87,0.835,0.811,0.638,1.025,0.649,0.676,1.037,1.085,9,0.85,0.06,0.089,0.226
"38374","GMPPB","ENSG00000173540",29925,"Q9Y5P6","GDP-mannose pyrophosphorylase B",18.06,5,5,1.009,0.857,0.856,0.739,0.869,0.729,0.834,0.857,0.993,9,0.86,0.03,0.008,0.051
"38382","GTF3C5","ENSG00000148308",9328,"Q9Y5Q8","general transcription factor IIIC subunit 5",4.62,2,2,1.53,1.162,0.948,0.659,0.68,0.799,1.05,0.821,1.084,9,0.97,0.09,0.726,0.838
"38383","GTF3C3","ENSG00000119041",9330,"Q9Y5Q9","general transcription factor IIIC subunit 3",8.58,6,6,0.807,0.731,1.032,1.402,0.809,0.98,1.082,0.701,0.743,9,0.92,0.08,0.129,0.281
"38390","CDC42BPB","ENSG00000198752",9578,"Q9Y5S2","CDC42 binding protein kinase beta",5.08,6,7,0,1.552,0.87,0,0,0.766,0,2.032,0,4,1.31,0.3,0.86,0.924
"38392","RBM8A","ENSG00000265241",9939,"Q9Y5S9","RNA binding motif protein 8A",15.52,3,3,1.039,1.813,1.41,1.082,1.034,1.311,0.788,1.181,0.844,9,1.17,0.1,0.378,0.559
"38394","USP16","ENSG00000156256",10600,"Q9Y5T5","ubiquitin specific peptidase 16",5.1,3,4,0.916,0.825,1.111,1.149,1.605,0.843,0.935,1.043,1.161,9,1.07,0.08,0.27,0.448
"38395","TSSC4","ENSG00000184281",10078,"Q9Y5U2","tumor suppressing subtransferable candidate 4",2.74,1,1,0.785,0.931,1.145,1.295,1.213,1.04,0.876,0.969,0.82,9,1.01,0.06,0.675,0.807
"38399","IER3IP1","ENSG00000134049",51124,"Q9Y5U9","immediate early response 3 interacting protein 1",9.76,1,1,1.381,1.6,1.249,1.175,0.862,1.489,1.284,1.086,0.94,9,1.23,0.08,0.072,0.2
"38401","MAGED1","ENSG00000179222",9500,"Q9Y5V3","MAGE family member D1",6.56,3,4,0,0,1.397,1.307,1.402,0,0,0,0,3,1.37,0.03,0.005,0.038
"38408","SNX9","ENSG00000130340",51429,"Q9Y5X1","sorting nexin 9",9.24,5,5,0.828,0.604,0.544,0.995,0.797,1.051,1.013,0.839,1.142,9,0.87,0.07,0.099,0.239
"38410","SNX5","ENSG00000089006",27131,"Q9Y5X3","sorting nexin 5",16.58,6,7,1.145,0.872,0.847,0.966,0.899,0.996,1.273,0.898,1.16,9,1.01,0.05,0.825,0.902
"38423","HEBP2","ENSG00000051620",23593,"Q9Y5Z4","heme binding protein 2",32.68,5,6,1.173,0.924,0.87,1.011,0.895,1.016,1.468,0.85,1.139,9,1.04,0.07,0.575,0.735
"38425","HCFC2","ENSG00000111727",29915,"Q9Y5Z7","host cell factor C2",1.64,1,1,0,0,0,0,1.506,0,0,0.923,1.071,3,1.17,0.17,0.36,0.543
"38430","PUS1","ENSG00000177192",80324,"Q9Y606","pseudouridine synthase 1",11.71,5,5,0.545,0.432,0.582,0.827,0.85,0.622,0.758,0.632,0.745,9,0.67,0.05,0.001,0.013
"38431","LRRFIP2","ENSG00000093167",9209,"Q9Y608","LRR binding FLII interacting protein 2",12.48,6,7,1.345,1.04,1.282,1.068,1.063,0.806,1.005,0.981,1.269,9,1.1,0.06,0.013,0.069
"38432","FHOD1","ENSG00000135723",29109,"Q9Y613","formin homology 2 domain containing 1",3.95,4,4,0.884,0.739,0.525,0.651,0.825,0.956,0.915,0.683,0.656,9,0.76,0.05,0,0.01
"38436","PSAT1","ENSG00000135069",29968,"Q9Y617","phosphoserine aminotransferase 1",34.32,12,13,0.803,0.694,1.299,1.588,1.674,0.819,0.913,0.859,1.013,9,1.07,0.12,0.646,0.787
